Product_ID,Material_Type,Product_Weight_g,Fragility,Recyclable,Transport_Mode,LCA_Emission_kgCO2,Packaging_Option
P2971,Paper,1341,High,Yes,Land,1.207,Paper Wrap
P2972,Metal,1270,Low,Yes,Air,2.286,Minimalist Pouch
P2973,Glass,313,High,Yes,Land,0.469,Bio Bubble Wrap
P2974,Metal,1326,Medium,Yes,Air,2.387,Recycled Cardboard
P2975,Metal,1495,Low,Yes,Sea,2.691,Bio Bubble Wrap
P2976,Bioplastic,976,Low,Yes,Land,0.683,Paper Wrap
P2977,Glass,1428,Low,No,Air,2.142,Bio Bubble Wrap
P2978,Glass,278,Low,Yes,Sea,0.417,Bio Bubble Wrap
P2979,Bioplastic,1712,Low,No,Air,1.198,Paper Wrap
P2980,Ceramic,1776,Medium,Yes,Land,2.131,Bio Bubble Wrap
P2981,Metal,1051,Medium,No,Land,1.892,Recycled Cardboard
P2982,Ceramic,781,Medium,No,Sea,0.937,Bio Bubble Wrap
P2983,Metal,470,High,No,Sea,0.846,Recycled Cardboard
P2984,Glass,387,High,No,Air,0.581,Bio Bubble Wrap
P2985,Paper,1085,Low,Yes,Air,0.977,Paper Wrap
P2986,Ceramic,1366,Low,No,Sea,1.639,Bio Bubble Wrap
P2987,Glass,206,Low,Yes,Air,0.309,Bio Bubble Wrap
P2988,Metal,1323,Low,Yes,Air,2.381,Paper Wrap
P2989,Plastic,199,Low,Yes,Land,0.418,Recycled Cardboard
P2990,Bioplastic,168,Medium,Yes,Land,0.118,Paper Wrap
P2991,Paper,473,Low,Yes,Air,0.426,Paper Wrap
P2992,Ceramic,1990,Low,Yes,Sea,2.388,Bio Bubble Wrap
P2993,Glass,1323,High,Yes,Land,1.984,Bio Bubble Wrap
P2994,Paper,292,Low,Yes,Air,0.263,Paper Wrap
P2995,Metal,316,Medium,Yes,Land,0.569,Recycled Cardboard
P2996,Paper,1701,Low,Yes,Land,1.531,Paper Wrap
P2997,Ceramic,463,High,Yes,Land,0.556,Bio Bubble Wrap
P2998,Plastic,662,High,Yes,Sea,1.39,Recycled Cardboard
P2999,Plastic,314,High,No,Sea,0.659,Recycled Cardboard
P3000,Metal,693,High,Yes,Land,1.247,Minimalist Pouch
P3001,Paper,159,Low,Yes,Land,0.143,Paper Wrap
P3002,Metal,1135,Medium,Yes,Air,2.043,Recycled Cardboard
P3003,Ceramic,1036,Low,Yes,Air,1.243,Bio Bubble Wrap
P3004,Paper,1132,Low,Yes,Sea,1.019,Paper Wrap
P3005,Bioplastic,880,High,Yes,Land,0.616,Paper Wrap
P3006,Glass,410,Medium,No,Sea,0.615,Bio Bubble Wrap
P3007,Ceramic,519,Medium,Yes,Air,0.623,Bio Bubble Wrap
P3008,Bioplastic,116,Medium,Yes,Sea,0.081,Paper Wrap
P3009,Metal,1323,Medium,Yes,Air,2.381,Bio Bubble Wrap
P3010,Glass,326,Low,Yes,Air,0.489,Bio Bubble Wrap
P3011,Glass,1478,Medium,Yes,Air,2.217,Bio Bubble Wrap
P3012,Bioplastic,1046,High,No,Land,0.732,Paper Wrap
P3013,Ceramic,1229,High,Yes,Sea,1.475,Bio Bubble Wrap
P3014,Metal,196,High,Yes,Land,0.353,Paper Wrap
P3015,Metal,1077,Low,Yes,Land,1.939,Bio Bubble Wrap
P3016,Paper,222,Low,Yes,Land,0.2,Paper Wrap
P3017,Paper,1634,Medium,No,Land,1.471,Paper Wrap
P3018,Paper,1151,High,No,Land,1.036,Paper Wrap
P3019,Glass,632,Low,Yes,Sea,0.948,Bio Bubble Wrap
P3020,Metal,1530,Low,Yes,Land,2.754,Paper Wrap
P3021,Glass,1539,Low,Yes,Land,2.308,Bio Bubble Wrap
P3022,Ceramic,1947,Low,Yes,Air,2.336,Bio Bubble Wrap
P3023,Paper,709,High,No,Air,0.638,Paper Wrap
P3024,Metal,920,Medium,Yes,Land,1.656,Paper Wrap
P3025,Ceramic,1465,Medium,Yes,Sea,1.758,Bio Bubble Wrap
P3026,Ceramic,1066,Low,Yes,Sea,1.279,Bio Bubble Wrap
P3027,Plastic,1755,Low,Yes,Land,3.686,Recycled Cardboard
P3028,Ceramic,1209,Low,Yes,Land,1.451,Bio Bubble Wrap
P3029,Metal,1553,Low,Yes,Sea,2.795,Mushroom Foam
P3030,Glass,527,Low,Yes,Air,0.79,Bio Bubble Wrap
P3031,Ceramic,1334,Low,Yes,Land,1.601,Bio Bubble Wrap
P3032,Metal,1494,Medium,Yes,Land,2.689,Paper Wrap
P3033,Ceramic,1371,Medium,Yes,Land,1.645,Bio Bubble Wrap
P3034,Glass,950,Medium,No,Air,1.425,Bio Bubble Wrap
P3035,Paper,1909,High,Yes,Land,1.718,Paper Wrap
P3036,Glass,504,Low,Yes,Land,0.756,Bio Bubble Wrap
P3037,Ceramic,1531,Low,Yes,Land,1.837,Bio Bubble Wrap
P3038,Paper,1377,Low,Yes,Land,1.239,Paper Wrap
P3039,Paper,1539,Low,Yes,Air,1.385,Paper Wrap
P3040,Ceramic,1000,Low,Yes,Land,1.2,Bio Bubble Wrap
P3041,Bioplastic,137,Low,Yes,Land,0.096,Paper Wrap
P3042,Paper,1179,High,Yes,Air,1.061,Paper Wrap
P3043,Paper,939,Medium,Yes,Air,0.845,Paper Wrap
P3044,Metal,1031,Medium,Yes,Sea,1.856,Paper Wrap
P3045,Paper,1670,Low,Yes,Air,1.503,Paper Wrap
P3046,Plastic,1199,Medium,Yes,Sea,2.518,Recycled Cardboard
P3047,Ceramic,593,Low,No,Land,0.712,Bio Bubble Wrap
P3048,Ceramic,502,Low,Yes,Sea,0.602,Bio Bubble Wrap
P3049,Glass,268,High,Yes,Land,0.402,Bio Bubble Wrap
P3050,Metal,388,High,Yes,Air,0.698,Cornstarch Wrap
P3051,Bioplastic,1181,Medium,Yes,Air,0.827,Paper Wrap
P3052,Ceramic,441,Medium,Yes,Land,0.529,Bio Bubble Wrap
P3053,Ceramic,1702,Medium,No,Land,2.042,Bio Bubble Wrap
P3054,Paper,1438,High,Yes,Land,1.294,Paper Wrap
P3055,Bioplastic,236,Medium,Yes,Air,0.165,Paper Wrap
P3056,Bioplastic,276,Medium,No,Land,0.193,Paper Wrap
P3057,Paper,1722,High,Yes,Air,1.55,Paper Wrap
P3058,Bioplastic,1182,Medium,Yes,Sea,0.827,Paper Wrap
P3059,Metal,188,Low,No,Air,0.338,Bio Bubble Wrap
P3060,Paper,1657,Low,Yes,Land,1.491,Paper Wrap
P3061,Glass,488,Low,No,Air,0.732,Bio Bubble Wrap
P3062,Ceramic,671,High,Yes,Air,0.805,Bio Bubble Wrap
P3063,Ceramic,1265,High,Yes,Land,1.518,Bio Bubble Wrap
P3064,Metal,844,Medium,Yes,Land,1.519,Cornstarch Wrap
P3065,Paper,246,Low,No,Sea,0.221,Paper Wrap
P3066,Glass,1040,Medium,Yes,Sea,1.56,Bio Bubble Wrap
P3067,Plastic,1787,Medium,Yes,Sea,3.753,Recycled Cardboard
P3068,Glass,1827,Low,Yes,Land,2.74,Bio Bubble Wrap
P3069,Metal,1211,Medium,Yes,Land,2.18,Paper Wrap
P3070,Bioplastic,1715,Medium,Yes,Air,1.2,Paper Wrap
P3071,Metal,1889,Low,Yes,Land,3.4,Mushroom Foam
P3072,Bioplastic,1961,Medium,Yes,Sea,1.373,Paper Wrap
P3073,Metal,407,Low,Yes,Air,0.733,Paper Wrap
P3074,Glass,1879,Low,Yes,Land,2.818,Bio Bubble Wrap
P3075,Glass,1522,Low,Yes,Air,2.283,Bio Bubble Wrap
P3076,Paper,1521,High,Yes,Sea,1.369,Paper Wrap
P3077,Metal,1835,Low,Yes,Air,3.303,Paper Wrap
P3078,Glass,669,High,Yes,Sea,1.004,Bio Bubble Wrap
P3079,Ceramic,1103,Medium,Yes,Air,1.324,Bio Bubble Wrap
P3080,Paper,1089,Medium,Yes,Land,0.98,Paper Wrap
P3081,Ceramic,941,Low,Yes,Land,1.129,Bio Bubble Wrap
P3082,Bioplastic,1882,Low,Yes,Air,1.317,Paper Wrap
P3083,Bioplastic,1110,Medium,No,Air,0.777,Paper Wrap
P3084,Bioplastic,617,Low,Yes,Air,0.432,Paper Wrap
P3085,Glass,1344,Medium,Yes,Air,2.016,Bio Bubble Wrap
P3086,Glass,113,Low,Yes,Air,0.17,Bio Bubble Wrap
P3087,Glass,1554,Medium,Yes,Sea,2.331,Bio Bubble Wrap
P3088,Paper,1677,High,Yes,Air,1.509,Paper Wrap
P3089,Glass,1493,Low,Yes,Air,2.24,Bio Bubble Wrap
P3090,Bioplastic,1952,Medium,No,Sea,1.366,Paper Wrap
P3091,Glass,1203,Medium,Yes,Land,1.804,Bio Bubble Wrap
P3092,Paper,1846,Low,Yes,Air,1.661,Paper Wrap
P3093,Paper,335,Medium,Yes,Land,0.301,Paper Wrap
P3094,Paper,1925,Medium,Yes,Sea,1.732,Paper Wrap
P3095,Paper,1417,Low,Yes,Sea,1.275,Paper Wrap
P3096,Ceramic,402,High,Yes,Air,0.482,Bio Bubble Wrap
P3097,Glass,683,High,Yes,Air,1.024,Bio Bubble Wrap
P3098,Plastic,1435,High,Yes,Sea,3.014,Recycled Cardboard
P3099,Metal,1756,Medium,Yes,Air,3.161,Paper Wrap
P3100,Ceramic,1159,Medium,No,Air,1.391,Bio Bubble Wrap
P3101,Ceramic,1086,Medium,Yes,Air,1.303,Bio Bubble Wrap
P3102,Glass,803,Low,Yes,Land,1.204,Bio Bubble Wrap
P3103,Paper,1275,Low,Yes,Sea,1.147,Paper Wrap
P3104,Paper,1931,Medium,Yes,Air,1.738,Paper Wrap
P3105,Bioplastic,782,Medium,Yes,Sea,0.547,Paper Wrap
P3106,Ceramic,1944,High,No,Air,2.333,Bio Bubble Wrap
P3107,Bioplastic,1755,Medium,Yes,Air,1.228,Paper Wrap
P3108,Plastic,1130,Medium,Yes,Air,2.373,Recycled Cardboard
P3109,Ceramic,1547,High,Yes,Sea,1.856,Bio Bubble Wrap
P3110,Ceramic,353,Medium,Yes,Air,0.424,Bio Bubble Wrap
P3111,Bioplastic,514,High,No,Sea,0.36,Paper Wrap
P3112,Plastic,1838,Medium,Yes,Land,3.86,Recycled Cardboard
P3113,Bioplastic,1352,Low,Yes,Air,0.946,Paper Wrap
P3114,Plastic,210,Medium,Yes,Land,0.441,Recycled Cardboard
P3115,Paper,1366,Medium,Yes,Air,1.229,Paper Wrap
P3116,Plastic,1343,Medium,Yes,Air,2.82,Recycled Cardboard
P3117,Plastic,1954,Low,Yes,Land,4.103,Recycled Cardboard
P3118,Plastic,1862,Low,Yes,Air,3.91,Recycled Cardboard
P3119,Bioplastic,883,High,Yes,Air,0.618,Paper Wrap
P3120,Ceramic,888,High,No,Land,1.066,Bio Bubble Wrap
P3121,Plastic,1912,Medium,Yes,Land,4.015,Recycled Cardboard
P3122,Paper,934,Low,No,Sea,0.841,Paper Wrap
P3123,Metal,1156,High,Yes,Land,2.081,Minimalist Pouch
P3124,Paper,1755,Low,Yes,Air,1.579,Paper Wrap
P3125,Bioplastic,561,Low,Yes,Air,0.393,Paper Wrap
P3126,Metal,1506,Low,No,Air,2.711,Minimalist Pouch
P3127,Paper,1134,Medium,Yes,Sea,1.021,Paper Wrap
P3128,Metal,1561,Medium,No,Sea,2.81,Bio Bubble Wrap
P3129,Metal,1584,Low,No,Sea,2.851,Paper Wrap
P3130,Paper,463,Medium,Yes,Air,0.417,Paper Wrap
P3131,Plastic,506,Medium,Yes,Sea,1.063,Recycled Cardboard
P3132,Paper,814,Low,Yes,Land,0.733,Paper Wrap
P3133,Bioplastic,1281,Low,Yes,Air,0.897,Paper Wrap
P3134,Metal,970,High,No,Sea,1.746,Paper Wrap
P3135,Glass,420,Low,No,Air,0.63,Bio Bubble Wrap
P3136,Plastic,765,Low,Yes,Land,1.607,Recycled Cardboard
P3137,Bioplastic,1078,High,Yes,Land,0.755,Paper Wrap
P3138,Bioplastic,515,Medium,Yes,Air,0.36,Paper Wrap
P3139,Glass,253,High,Yes,Sea,0.38,Bio Bubble Wrap
P3140,Bioplastic,639,Medium,Yes,Land,0.447,Paper Wrap
P3141,Bioplastic,1409,Medium,Yes,Land,0.986,Paper Wrap
P3142,Paper,546,Low,Yes,Sea,0.491,Paper Wrap
P3143,Plastic,801,Medium,Yes,Land,1.682,Recycled Cardboard
P3144,Metal,951,Low,No,Land,1.712,Recycled Cardboard
P3145,Ceramic,934,High,Yes,Land,1.121,Bio Bubble Wrap
P3146,Bioplastic,171,Low,No,Sea,0.12,Paper Wrap
P3147,Plastic,830,Medium,No,Sea,1.743,Recycled Cardboard
P3148,Glass,1195,Low,No,Air,1.792,Bio Bubble Wrap
P3149,Paper,1277,Low,No,Land,1.149,Paper Wrap
P3150,Paper,1940,High,No,Land,1.746,Paper Wrap
P3151,Metal,1998,Low,Yes,Air,3.596,Minimalist Pouch
P3152,Ceramic,1126,Medium,Yes,Air,1.351,Bio Bubble Wrap
P3153,Glass,446,High,Yes,Land,0.669,Bio Bubble Wrap
P3154,Glass,1713,Low,Yes,Sea,2.57,Bio Bubble Wrap
P3155,Plastic,1911,Low,No,Air,4.013,Recycled Cardboard
P3156,Metal,1609,Low,Yes,Air,2.896,Minimalist Pouch
P3157,Paper,414,Low,Yes,Sea,0.373,Paper Wrap
P3158,Metal,550,Medium,Yes,Land,0.99,Paper Wrap
P3159,Bioplastic,1801,Low,Yes,Air,1.261,Paper Wrap
P3160,Bioplastic,1976,Low,Yes,Land,1.383,Paper Wrap
P3161,Glass,218,Low,Yes,Sea,0.327,Bio Bubble Wrap
P3162,Metal,372,Medium,Yes,Land,0.67,Cornstarch Wrap
P3163,Plastic,886,Medium,Yes,Land,1.861,Recycled Cardboard
P3164,Bioplastic,193,Low,Yes,Land,0.135,Paper Wrap
P3165,Plastic,154,Medium,Yes,Land,0.323,Recycled Cardboard
P3166,Bioplastic,1219,High,Yes,Air,0.853,Paper Wrap
P3167,Glass,551,High,Yes,Sea,0.827,Bio Bubble Wrap
P3168,Plastic,1327,Low,Yes,Air,2.787,Recycled Cardboard
P3169,Plastic,384,Medium,Yes,Air,0.806,Recycled Cardboard
P3170,Paper,365,Medium,Yes,Air,0.329,Paper Wrap
P3171,Plastic,1817,High,Yes,Land,3.816,Recycled Cardboard
P3172,Glass,1822,Medium,Yes,Air,2.733,Bio Bubble Wrap
P3173,Plastic,605,Medium,Yes,Sea,1.27,Recycled Cardboard
P3174,Metal,1514,Medium,Yes,Air,2.725,Recycled Cardboard
P3175,Metal,613,Medium,No,Land,1.103,Recycled Cardboard
P3176,Plastic,459,High,Yes,Sea,0.964,Recycled Cardboard
P3177,Plastic,1748,Low,Yes,Sea,3.671,Recycled Cardboard
P3178,Metal,348,Low,Yes,Land,0.626,Paper Wrap
P3179,Metal,985,Low,Yes,Sea,1.773,Recycled Cardboard
P3180,Paper,930,High,Yes,Air,0.837,Paper Wrap
P3181,Bioplastic,493,Low,Yes,Land,0.345,Paper Wrap
P3182,Ceramic,421,Medium,Yes,Land,0.505,Bio Bubble Wrap
P3183,Metal,577,Low,Yes,Land,1.039,Recycled Cardboard
P3184,Paper,964,Low,Yes,Land,0.868,Paper Wrap
P3185,Paper,947,Medium,Yes,Air,0.852,Paper Wrap
P3186,Metal,1859,Low,Yes,Land,3.346,Cornstarch Wrap
P3187,Metal,1209,Medium,Yes,Sea,2.176,Recycled Cardboard
P3188,Ceramic,957,Low,Yes,Air,1.148,Bio Bubble Wrap
P3189,Metal,406,Low,Yes,Sea,0.731,Paper Wrap
P3190,Bioplastic,1770,Medium,Yes,Air,1.239,Paper Wrap
P3191,Ceramic,871,Medium,No,Air,1.045,Bio Bubble Wrap
P3192,Bioplastic,1421,High,Yes,Land,0.995,Paper Wrap
P3193,Glass,1730,Low,No,Land,2.595,Bio Bubble Wrap
P3194,Glass,447,Medium,No,Air,0.67,Bio Bubble Wrap
P3195,Plastic,1908,Low,No,Air,4.007,Recycled Cardboard
P3196,Metal,1050,Medium,No,Air,1.89,Paper Wrap
P3197,Glass,1187,Medium,Yes,Land,1.78,Bio Bubble Wrap
P3198,Paper,820,Medium,Yes,Air,0.738,Paper Wrap
P3199,Bioplastic,152,High,Yes,Air,0.106,Paper Wrap
P3200,Paper,1582,Medium,Yes,Air,1.424,Paper Wrap
P3201,Plastic,1802,Medium,Yes,Air,3.784,Recycled Cardboard
P3202,Paper,164,Medium,No,Land,0.148,Paper Wrap
P3203,Bioplastic,1339,Medium,Yes,Air,0.937,Paper Wrap
P3204,Glass,797,High,No,Air,1.196,Bio Bubble Wrap
P3205,Glass,573,High,No,Land,0.86,Bio Bubble Wrap
P3206,Glass,1714,Low,Yes,Land,2.571,Bio Bubble Wrap
P3207,Glass,1036,Medium,Yes,Land,1.554,Bio Bubble Wrap
P3208,Glass,600,Low,Yes,Air,0.9,Bio Bubble Wrap
P3209,Metal,1776,Low,Yes,Land,3.197,Bio Bubble Wrap
P3210,Paper,1681,Low,No,Land,1.513,Paper Wrap
P3211,Metal,241,High,Yes,Sea,0.434,Minimalist Pouch
P3212,Ceramic,229,High,Yes,Sea,0.275,Bio Bubble Wrap
P3213,Glass,350,Low,Yes,Land,0.525,Bio Bubble Wrap
P3214,Bioplastic,273,High,Yes,Land,0.191,Paper Wrap
P3215,Plastic,1327,Medium,Yes,Land,2.787,Recycled Cardboard
P3216,Bioplastic,844,Medium,No,Land,0.591,Paper Wrap
P3217,Metal,233,Low,No,Air,0.419,Bio Bubble Wrap
P3218,Bioplastic,1056,Low,Yes,Sea,0.739,Paper Wrap
P3219,Paper,1686,High,Yes,Air,1.517,Paper Wrap
P3220,Bioplastic,362,Low,Yes,Air,0.253,Paper Wrap
P3221,Ceramic,517,Medium,Yes,Sea,0.62,Bio Bubble Wrap
P3222,Metal,1077,Medium,Yes,Land,1.939,Mushroom Foam
P3223,Paper,709,Medium,No,Land,0.638,Paper Wrap
P3224,Paper,1284,High,Yes,Land,1.156,Paper Wrap
P3225,Glass,1752,High,Yes,Sea,2.628,Bio Bubble Wrap
P3226,Ceramic,396,Low,Yes,Sea,0.475,Bio Bubble Wrap
P3227,Bioplastic,1319,Low,No,Sea,0.923,Paper Wrap
P3228,Glass,1272,Low,Yes,Air,1.908,Bio Bubble Wrap
P3229,Bioplastic,767,Medium,Yes,Sea,0.537,Paper Wrap
P3230,Ceramic,537,Medium,Yes,Air,0.644,Bio Bubble Wrap
P3231,Bioplastic,663,Medium,Yes,Sea,0.464,Paper Wrap
P3232,Glass,1211,Low,No,Land,1.817,Bio Bubble Wrap
P3233,Metal,668,Low,Yes,Air,1.202,Mushroom Foam
P3234,Glass,1070,Medium,No,Air,1.605,Bio Bubble Wrap
P3235,Bioplastic,1556,Low,Yes,Land,1.089,Paper Wrap
P3236,Plastic,574,Low,No,Land,1.205,Recycled Cardboard
P3237,Ceramic,929,Low,Yes,Land,1.115,Bio Bubble Wrap
P3238,Paper,1461,Low,Yes,Land,1.315,Paper Wrap
P3239,Metal,1371,Low,No,Land,2.468,Bio Bubble Wrap
P3240,Bioplastic,1785,Low,Yes,Sea,1.25,Paper Wrap
P3241,Paper,348,High,Yes,Air,0.313,Paper Wrap
P3242,Metal,1583,Low,Yes,Air,2.849,Mushroom Foam
P3243,Plastic,834,Medium,Yes,Sea,1.751,Recycled Cardboard
P3244,Bioplastic,774,Medium,Yes,Land,0.542,Paper Wrap
P3245,Bioplastic,575,Low,Yes,Land,0.403,Paper Wrap
P3246,Glass,1594,High,Yes,Air,2.391,Bio Bubble Wrap
P3247,Plastic,1141,Low,Yes,Land,2.396,Recycled Cardboard
P3248,Plastic,985,Medium,No,Land,2.068,Recycled Cardboard
P3249,Glass,606,Low,Yes,Air,0.909,Bio Bubble Wrap
P3250,Metal,1192,Low,No,Sea,2.146,Paper Wrap
P3251,Glass,1444,Low,No,Land,2.166,Bio Bubble Wrap
P3252,Glass,1725,Low,Yes,Air,2.587,Bio Bubble Wrap
P3253,Plastic,191,Medium,No,Land,0.401,Recycled Cardboard
P3254,Glass,1816,Medium,No,Land,2.724,Bio Bubble Wrap
P3255,Ceramic,1190,Medium,Yes,Air,1.428,Bio Bubble Wrap
P3256,Bioplastic,1837,High,Yes,Land,1.286,Paper Wrap
P3257,Metal,516,Low,Yes,Air,0.929,Recycled Cardboard
P3258,Ceramic,1738,Medium,Yes,Sea,2.086,Bio Bubble Wrap
P3259,Ceramic,327,Low,Yes,Air,0.392,Bio Bubble Wrap
P3260,Bioplastic,863,High,Yes,Air,0.604,Paper Wrap
P3261,Plastic,1006,Low,Yes,Sea,2.113,Recycled Cardboard
P3262,Bioplastic,747,Low,Yes,Air,0.523,Paper Wrap
P3263,Paper,1773,High,Yes,Air,1.596,Paper Wrap
P3264,Ceramic,1253,Low,Yes,Sea,1.504,Bio Bubble Wrap
P3265,Bioplastic,223,Medium,No,Air,0.156,Paper Wrap
P3266,Bioplastic,1106,Low,Yes,Land,0.774,Paper Wrap
P3267,Ceramic,1904,Low,Yes,Sea,2.285,Bio Bubble Wrap
P3268,Metal,1824,High,No,Land,3.283,Paper Wrap
P3269,Bioplastic,362,High,Yes,Air,0.253,Paper Wrap
P3270,Bioplastic,819,Medium,Yes,Sea,0.573,Paper Wrap
P3271,Ceramic,473,Low,Yes,Air,0.568,Bio Bubble Wrap
P3272,Bioplastic,1414,Medium,Yes,Sea,0.99,Paper Wrap
P3273,Metal,1265,Medium,Yes,Sea,2.277,Paper Wrap
P3274,Ceramic,112,Medium,Yes,Air,0.134,Bio Bubble Wrap
P3275,Plastic,1278,Low,Yes,Land,2.684,Recycled Cardboard
P3276,Plastic,645,Low,No,Air,1.355,Recycled Cardboard
P3277,Bioplastic,1207,Low,Yes,Sea,0.845,Paper Wrap
P3278,Bioplastic,1950,Medium,Yes,Air,1.365,Paper Wrap
P3279,Metal,1287,Medium,Yes,Land,2.317,Recycled Cardboard
P3280,Paper,1522,High,No,Air,1.37,Paper Wrap
P3281,Ceramic,1891,Medium,Yes,Land,2.269,Bio Bubble Wrap
P3282,Metal,797,Medium,Yes,Air,1.435,Minimalist Pouch
P3283,Bioplastic,1210,Low,Yes,Air,0.847,Paper Wrap
P3284,Plastic,171,High,Yes,Land,0.359,Recycled Cardboard
P3285,Metal,432,Low,Yes,Air,0.778,Minimalist Pouch
P3286,Glass,1162,Medium,No,Air,1.743,Bio Bubble Wrap
P3287,Bioplastic,925,High,Yes,Sea,0.647,Paper Wrap
P3288,Bioplastic,1778,Low,Yes,Land,1.245,Paper Wrap
P3289,Bioplastic,1231,Medium,No,Air,0.862,Paper Wrap
P3290,Glass,1175,Medium,Yes,Sea,1.762,Bio Bubble Wrap
P3291,Plastic,1540,Medium,No,Sea,3.234,Recycled Cardboard
P3292,Glass,267,Medium,Yes,Land,0.401,Bio Bubble Wrap
P3293,Ceramic,383,Low,Yes,Air,0.46,Bio Bubble Wrap
P3294,Glass,1850,High,Yes,Land,2.775,Bio Bubble Wrap
P3295,Glass,530,Low,No,Sea,0.795,Bio Bubble Wrap
P3296,Ceramic,230,Medium,Yes,Air,0.276,Bio Bubble Wrap
P3297,Metal,706,Medium,Yes,Sea,1.271,Paper Wrap
P3298,Glass,296,Low,Yes,Land,0.444,Bio Bubble Wrap
P3299,Glass,1092,Medium,Yes,Sea,1.638,Bio Bubble Wrap
P3300,Ceramic,483,Medium,Yes,Sea,0.58,Bio Bubble Wrap
P3301,Glass,1781,Medium,Yes,Land,2.671,Bio Bubble Wrap
P3302,Paper,1275,High,Yes,Air,1.147,Paper Wrap
P3303,Metal,544,Low,Yes,Sea,0.979,Minimalist Pouch
P3304,Bioplastic,1870,Medium,Yes,Sea,1.309,Paper Wrap
P3305,Glass,218,Low,Yes,Air,0.327,Bio Bubble Wrap
P3306,Paper,1356,Low,Yes,Sea,1.22,Paper Wrap
P3307,Bioplastic,1633,Low,Yes,Sea,1.143,Paper Wrap
P3308,Metal,1795,Medium,Yes,Land,3.231,Cornstarch Wrap
P3309,Ceramic,1338,Medium,No,Air,1.606,Bio Bubble Wrap
P3310,Metal,1786,Low,No,Air,3.215,Cornstarch Wrap
P3311,Paper,1829,Low,Yes,Sea,1.646,Paper Wrap
P3312,Ceramic,1632,Medium,No,Sea,1.958,Bio Bubble Wrap
P3313,Ceramic,150,Low,Yes,Air,0.18,Bio Bubble Wrap
P3314,Ceramic,1104,Medium,Yes,Land,1.325,Bio Bubble Wrap
P3315,Paper,200,High,No,Sea,0.18,Paper Wrap
P3316,Ceramic,135,Medium,Yes,Land,0.162,Bio Bubble Wrap
P3317,Plastic,1695,Low,Yes,Land,3.559,Recycled Cardboard
P3318,Bioplastic,1857,Medium,Yes,Air,1.3,Paper Wrap
P3319,Paper,862,Low,Yes,Air,0.776,Paper Wrap
P3320,Metal,1610,Low,Yes,Sea,2.898,Cornstarch Wrap
P3321,Metal,724,Low,Yes,Sea,1.303,Recycled Cardboard
P3322,Paper,580,Low,No,Land,0.522,Paper Wrap
P3323,Metal,1805,Medium,Yes,Sea,3.249,Cornstarch Wrap
P3324,Ceramic,957,High,Yes,Land,1.148,Bio Bubble Wrap
P3325,Paper,1556,High,No,Air,1.4,Paper Wrap
P3326,Metal,227,Medium,No,Sea,0.409,Bio Bubble Wrap
P3327,Glass,1955,High,No,Land,2.933,Bio Bubble Wrap
P3328,Bioplastic,683,Medium,No,Air,0.478,Paper Wrap
P3329,Ceramic,250,Low,Yes,Land,0.3,Bio Bubble Wrap
P3330,Plastic,900,Medium,Yes,Air,1.89,Recycled Cardboard
P3331,Plastic,660,Medium,Yes,Sea,1.386,Recycled Cardboard
P3332,Metal,235,Low,Yes,Land,0.423,Mushroom Foam
P3333,Glass,1263,Low,Yes,Land,1.895,Bio Bubble Wrap
P3334,Plastic,756,High,Yes,Sea,1.588,Recycled Cardboard
P3335,Paper,1134,Low,Yes,Air,1.021,Paper Wrap
P3336,Plastic,1827,High,Yes,Sea,3.837,Recycled Cardboard
P3337,Paper,871,Medium,Yes,Air,0.784,Paper Wrap
P3338,Ceramic,1757,Low,Yes,Land,2.108,Bio Bubble Wrap
P3339,Plastic,204,Low,Yes,Sea,0.428,Recycled Cardboard
P3340,Plastic,1597,Medium,Yes,Sea,3.354,Recycled Cardboard
P3341,Paper,122,High,Yes,Air,0.11,Paper Wrap
P3342,Ceramic,1635,High,No,Sea,1.962,Bio Bubble Wrap
P3343,Ceramic,276,High,Yes,Land,0.331,Bio Bubble Wrap
P3344,Bioplastic,721,High,No,Air,0.505,Paper Wrap
P3345,Bioplastic,1878,Low,Yes,Sea,1.315,Paper Wrap
P3346,Ceramic,368,Medium,No,Air,0.442,Bio Bubble Wrap
P3347,Metal,1484,Medium,Yes,Land,2.671,Mushroom Foam
P3348,Bioplastic,1975,Medium,Yes,Sea,1.383,Paper Wrap
P3349,Plastic,937,Medium,Yes,Sea,1.968,Recycled Cardboard
P3350,Plastic,1332,Medium,No,Land,2.797,Recycled Cardboard
P3351,Bioplastic,136,High,Yes,Land,0.095,Paper Wrap
P3352,Ceramic,1693,Medium,Yes,Land,2.032,Bio Bubble Wrap
P3353,Ceramic,1333,Low,No,Sea,1.6,Bio Bubble Wrap
P3354,Metal,1873,Medium,Yes,Land,3.371,Cornstarch Wrap
P3355,Ceramic,1981,Low,Yes,Sea,2.377,Bio Bubble Wrap
P3356,Paper,1538,Low,Yes,Air,1.384,Paper Wrap
P3357,Plastic,379,High,Yes,Land,0.796,Recycled Cardboard
P3358,Metal,146,Medium,Yes,Air,0.263,Paper Wrap
P3359,Bioplastic,1483,Low,Yes,Air,1.038,Paper Wrap
P3360,Paper,366,Low,Yes,Air,0.329,Paper Wrap
P3361,Metal,555,Medium,Yes,Land,0.999,Minimalist Pouch
P3362,Metal,427,Low,Yes,Sea,0.769,Mushroom Foam
P3363,Plastic,697,Low,No,Air,1.464,Recycled Cardboard
