Product_ID,Material_Type,Product_Weight_g,Fragility,Recyclable,Transport_Mode,LCA_Emission_kgCO2,Packaging_Option,Cost_per_unit,Biodegradability_Score,Strength_Score,Product_Category,CO2_Impact_Index,Cost_Efficiency_Index,Recyclable_Binary,Material_Suitability_Score
P2958,Bioplastic,1209,Low,Yes,Sea,0.846,Paper Wrap,0.18,80,40,Pharma & Health,79.84,91.0,1,74.7
P2959,Glass,587,Medium,Yes,Air,0.88,Bio Bubble Wrap,1.06,15,70,Home & Decor,79.03,47.0,1,53.21
P2960,Metal,1905,Medium,Yes,Land,3.429,Bio Bubble Wrap,0.64,5,70,Industrial,18.28,68.0,1,37.73
P2961,Glass,741,High,Yes,Land,1.111,Bio Bubble Wrap,0.74,15,70,Home & Decor,73.52,63.0,1,55.56
P2962,Metal,1678,Low,Yes,Land,3.02,Cornstarch Wrap,0.9,5,55,Industrial,28.03,55.0,1,34.41
P2963,Plastic,112,Low,Yes,Air,0.235,Recycled Cardboard,0.79,10,65,E-Commerce,94.4,60.5,1,58.94
P2964,Bioplastic,702,Low,No,Air,0.491,Paper Wrap,0.36,80,40,Pharma & Health,88.3,82.0,0,74.99
P2965,Paper,1732,Medium,Yes,Sea,1.559,Paper Wrap,0.31,95,40,Food & Beverage,62.85,84.5,1,71.73
P2966,Paper,1813,Low,Yes,Air,1.632,Paper Wrap,0.32,95,40,Food & Beverage,61.11,84.0,1,71.08
P2967,Plastic,514,Medium,Yes,Air,1.079,Recycled Cardboard,0.58,10,65,Cosmetics,74.29,71.0,1,55.54
P2968,Paper,665,High,No,Land,0.599,Paper Wrap,0.38,95,40,Food & Beverage,85.72,81.0,0,77.72
P2969,Bioplastic,384,Medium,Yes,Land,0.269,Paper Wrap,0.25,80,40,Pharma & Health,93.59,87.5,1,77.95
P2970,Ceramic,768,Low,Yes,Sea,0.922,Bio Bubble Wrap,0.77,20,70,Home & Decor,78.03,61.5,1,57.78
P2971,Paper,1341,High,Yes,Land,1.207,Paper Wrap,0.15,95,40,Food & Beverage,71.23,92.5,1,76.24
P2972,Metal,1270,Low,Yes,Air,2.286,Minimalist Pouch,0.51,5,50,Industrial,45.52,74.5,1,43.53
P2973,Glass,313,High,Yes,Land,0.469,Bio Bubble Wrap,1.01,15,70,Home & Decor,88.82,49.5,1,56.77
P2974,Metal,1326,Medium,Yes,Air,2.387,Recycled Cardboard,0.49,5,65,Industrial,43.11,75.5,1,46.06
P2975,Metal,1495,Low,Yes,Sea,2.691,Bio Bubble Wrap,0.52,5,70,Industrial,35.87,74.0,1,44.51
P2976,Bioplastic,976,Low,Yes,Land,0.683,Paper Wrap,0.35,80,40,Pharma & Health,83.72,82.5,1,73.74
P2977,Glass,1428,Low,No,Air,2.142,Bio Bubble Wrap,0.51,15,70,Home & Decor,48.95,74.5,0,51.06
P2978,Glass,278,Low,Yes,Sea,0.417,Bio Bubble Wrap,0.99,15,70,Home & Decor,90.06,50.5,1,57.39
P2979,Bioplastic,1712,Low,No,Air,1.198,Paper Wrap,0.39,80,40,Pharma & Health,71.45,80.5,0,69.56
P2980,Ceramic,1776,Medium,Yes,Land,2.131,Bio Bubble Wrap,0.81,20,70,Home & Decor,49.21,59.5,1,48.64
P2981,Metal,1051,Medium,No,Land,1.892,Recycled Cardboard,0.42,5,65,Industrial,54.91,79.0,0,50.47
P2982,Ceramic,781,Medium,No,Sea,0.937,Bio Bubble Wrap,0.99,20,70,Home & Decor,77.67,50.5,0,54.93
P2983,Metal,470,High,No,Sea,0.846,Recycled Cardboard,0.71,5,65,Electronics,79.84,64.5,0,54.33
P2984,Glass,387,High,No,Air,0.581,Bio Bubble Wrap,0.88,15,70,Home & Decor,86.15,56.0,0,57.6
P2985,Paper,1085,Low,Yes,Air,0.977,Paper Wrap,0.39,95,40,Food & Beverage,76.72,80.5,1,74.89
P2986,Ceramic,1366,Low,No,Sea,1.639,Bio Bubble Wrap,0.54,20,70,Home & Decor,60.94,73.0,0,55.53
P2987,Glass,206,Low,Yes,Air,0.309,Bio Bubble Wrap,0.85,15,70,Home & Decor,92.64,57.5,1,59.92
P2988,Metal,1323,Low,Yes,Air,2.381,Paper Wrap,0.32,5,40,Industrial,43.26,84.0,1,43.23
P2989,Plastic,199,Low,Yes,Land,0.418,Recycled Cardboard,0.73,10,65,E-Commerce,90.04,63.5,1,58.39
P2990,Bioplastic,168,Medium,Yes,Land,0.118,Paper Wrap,0.15,80,40,Pharma & Health,97.19,92.5,1,80.28
P2991,Paper,473,Low,Yes,Air,0.426,Paper Wrap,0.34,95,40,Food & Beverage,89.85,83.0,1,79.46
P2992,Ceramic,1990,Low,Yes,Sea,2.388,Bio Bubble Wrap,0.89,20,70,Home & Decor,43.09,55.5,1,45.8
P2993,Glass,1323,High,Yes,Land,1.984,Bio Bubble Wrap,0.78,15,70,Home & Decor,52.72,61.0,1,48.82
P2994,Paper,292,Low,Yes,Air,0.263,Paper Wrap,0.14,95,40,Food & Beverage,93.73,93.0,1,83.12
P2995,Metal,316,Medium,Yes,Land,0.569,Recycled Cardboard,0.73,5,65,Industrial,86.44,63.5,1,56.06
P2996,Paper,1701,Low,Yes,Land,1.531,Paper Wrap,0.15,95,40,Food & Beverage,63.51,92.5,1,73.93
P2997,Ceramic,463,High,Yes,Land,0.556,Bio Bubble Wrap,0.72,20,70,Home & Decor,86.75,64.0,1,61.02
P2998,Plastic,662,High,Yes,Sea,1.39,Recycled Cardboard,0.45,10,65,E-Commerce,66.87,77.5,1,54.94
P2999,Plastic,314,High,No,Sea,0.659,Recycled Cardboard,0.74,10,65,E-Commerce,84.29,63.0,0,56.54
P3000,Metal,693,High,Yes,Land,1.247,Minimalist Pouch,0.47,5,50,Electronics,70.28,76.5,1,51.46
P3001,Paper,159,Low,Yes,Land,0.143,Paper Wrap,0.34,95,40,Food & Beverage,96.59,83.0,1,81.48
P3002,Metal,1135,Medium,Yes,Air,2.043,Recycled Cardboard,0.43,5,65,Industrial,51.31,78.5,1,49.27
P3003,Ceramic,1036,Low,Yes,Air,1.243,Bio Bubble Wrap,0.94,20,70,Home & Decor,70.38,53.0,1,53.36
P3004,Paper,1132,Low,Yes,Sea,1.019,Paper Wrap,0.27,95,40,Food & Beverage,75.71,86.5,1,76.09
P3005,Bioplastic,880,High,Yes,Land,0.616,Paper Wrap,0.35,80,40,Pharma & Health,85.32,82.5,1,74.22
P3006,Glass,410,Medium,No,Sea,0.615,Bio Bubble Wrap,1.13,15,70,Home & Decor,85.34,43.5,0,54.23
P3007,Ceramic,519,Medium,Yes,Air,0.623,Bio Bubble Wrap,0.51,20,70,Home & Decor,85.15,74.5,1,63.17
P3008,Bioplastic,116,Medium,Yes,Sea,0.081,Paper Wrap,0.3,80,40,Pharma & Health,98.07,85.0,1,78.67
P3009,Metal,1323,Medium,Yes,Air,2.381,Bio Bubble Wrap,0.54,5,70,Industrial,43.26,73.0,1,46.48
P3010,Glass,326,Low,Yes,Air,0.489,Bio Bubble Wrap,0.88,15,70,Home & Decor,88.35,56.0,1,58.26
P3011,Glass,1478,Medium,Yes,Air,2.217,Bio Bubble Wrap,0.7,15,70,Home & Decor,47.16,65.0,1,48.15
P3012,Bioplastic,1046,High,No,Land,0.732,Paper Wrap,0.19,80,40,Pharma & Health,82.55,90.5,0,75.39
P3013,Ceramic,1229,High,Yes,Sea,1.475,Bio Bubble Wrap,0.75,20,70,Home & Decor,64.85,62.5,1,54.08
P3014,Metal,196,High,Yes,Land,0.353,Paper Wrap,0.29,5,40,Electronics,91.59,85.5,1,58.1
P3015,Metal,1077,Low,Yes,Land,1.939,Bio Bubble Wrap,0.73,5,70,Industrial,53.79,63.5,1,47.26
P3016,Paper,222,Low,Yes,Land,0.2,Paper Wrap,0.32,95,40,Food & Beverage,95.23,84.0,1,81.32
P3017,Paper,1634,Medium,No,Land,1.471,Paper Wrap,0.22,95,40,Food & Beverage,64.94,89.0,0,73.48
P3018,Paper,1151,High,No,Land,1.036,Paper Wrap,0.12,95,40,Food & Beverage,75.31,94.0,0,77.84
P3019,Glass,632,Low,Yes,Sea,0.948,Bio Bubble Wrap,1.05,15,70,Home & Decor,77.41,47.5,1,52.85
P3020,Metal,1530,Low,Yes,Land,2.754,Paper Wrap,0.19,5,40,Industrial,34.37,90.5,1,42.19
P3021,Glass,1539,Low,Yes,Land,2.308,Bio Bubble Wrap,0.8,15,70,Home & Decor,45.0,60.0,1,46.25
P3022,Ceramic,1947,Low,Yes,Air,2.336,Bio Bubble Wrap,0.98,20,70,Home & Decor,44.33,51.0,1,45.05
P3023,Paper,709,High,No,Air,0.638,Paper Wrap,0.2,95,40,Food & Beverage,84.8,90.0,0,79.69
P3024,Metal,920,Medium,Yes,Land,1.656,Paper Wrap,0.12,5,40,Industrial,60.53,94.0,1,50.91
P3025,Ceramic,1465,Medium,Yes,Sea,1.758,Bio Bubble Wrap,0.76,20,70,Home & Decor,58.1,62.0,1,51.93
P3026,Ceramic,1066,Low,Yes,Sea,1.279,Bio Bubble Wrap,1.16,20,70,Home & Decor,69.52,42.0,1,50.36
P3027,Plastic,1755,Low,Yes,Land,3.686,Recycled Cardboard,0.62,10,65,E-Commerce,12.15,69.0,1,36.39
P3028,Ceramic,1209,Low,Yes,Land,1.451,Bio Bubble Wrap,0.97,20,70,Home & Decor,65.42,51.5,1,51.5
P3029,Metal,1553,Low,Yes,Sea,2.795,Mushroom Foam,1.56,5,75,Industrial,33.39,22.0,1,31.77
P3030,Glass,527,Low,Yes,Air,0.79,Bio Bubble Wrap,0.64,15,70,Home & Decor,81.17,68.0,1,59.1
P3031,Ceramic,1334,Low,Yes,Land,1.601,Bio Bubble Wrap,0.79,20,70,Home & Decor,61.84,60.5,1,52.68
P3032,Metal,1494,Medium,Yes,Land,2.689,Paper Wrap,0.33,5,40,Industrial,35.92,83.5,1,40.9
P3033,Ceramic,1371,Medium,Yes,Land,1.645,Bio Bubble Wrap,0.57,20,70,Home & Decor,60.8,71.5,1,55.11
P3034,Glass,950,Medium,No,Air,1.425,Bio Bubble Wrap,0.69,15,70,Home & Decor,66.04,65.5,0,53.94
P3035,Paper,1909,High,Yes,Land,1.718,Paper Wrap,0.18,95,40,Food & Beverage,59.06,91.0,1,72.22
P3036,Glass,504,Low,Yes,Land,0.756,Bio Bubble Wrap,0.8,15,70,Home & Decor,81.98,60.0,1,57.34
P3037,Ceramic,1531,Low,Yes,Land,1.837,Bio Bubble Wrap,1.19,20,70,Home & Decor,56.22,40.5,1,45.99
P3038,Paper,1377,Low,Yes,Land,1.239,Paper Wrap,0.12,95,40,Food & Beverage,70.47,94.0,1,76.39
P3039,Paper,1539,Low,Yes,Air,1.385,Paper Wrap,0.26,95,40,Food & Beverage,66.99,87.0,1,73.6
P3040,Ceramic,1000,Low,Yes,Land,1.2,Bio Bubble Wrap,0.63,20,70,Home & Decor,71.4,68.5,1,57.54
P3041,Bioplastic,137,Low,Yes,Land,0.096,Paper Wrap,0.39,80,40,Pharma & Health,97.71,80.5,1,77.44
P3042,Paper,1179,High,Yes,Air,1.061,Paper Wrap,0.13,95,40,Food & Beverage,74.71,93.5,1,77.54
P3043,Paper,939,Medium,Yes,Air,0.845,Paper Wrap,0.22,95,40,Food & Beverage,79.86,89.0,1,77.96
P3044,Metal,1031,Medium,Yes,Sea,1.856,Paper Wrap,0.32,5,40,Industrial,55.77,84.0,1,46.98
P3045,Paper,1670,Low,Yes,Air,1.503,Paper Wrap,0.31,95,40,Food & Beverage,64.18,84.5,1,72.13
P3046,Plastic,1199,Medium,Yes,Sea,2.518,Recycled Cardboard,0.51,10,65,Cosmetics,39.99,74.5,1,46.12
P3047,Ceramic,593,Low,No,Land,0.712,Bio Bubble Wrap,0.74,20,70,Home & Decor,83.03,63.0,0,59.66
P3048,Ceramic,502,Low,Yes,Sea,0.602,Bio Bubble Wrap,0.78,20,70,Home & Decor,85.65,61.0,1,59.94
P3049,Glass,268,High,Yes,Land,0.402,Bio Bubble Wrap,0.68,15,70,Home & Decor,90.42,66.0,1,61.38
P3050,Metal,388,High,Yes,Air,0.698,Cornstarch Wrap,0.78,5,55,Electronics,83.37,61.0,1,52.51
P3051,Bioplastic,1181,Medium,Yes,Air,0.827,Paper Wrap,0.24,80,40,Pharma & Health,80.29,88.0,1,74.09
P3052,Ceramic,441,Medium,Yes,Land,0.529,Bio Bubble Wrap,0.69,20,70,Home & Decor,87.39,65.5,1,61.59
P3053,Ceramic,1702,Medium,No,Land,2.042,Bio Bubble Wrap,0.7,20,70,Home & Decor,51.33,65.0,0,50.65
P3054,Paper,1438,High,Yes,Land,1.294,Paper Wrap,0.3,95,40,Food & Beverage,69.16,85.0,1,73.75
P3055,Bioplastic,236,Medium,Yes,Air,0.165,Paper Wrap,0.39,80,40,Pharma & Health,96.07,80.5,1,76.95
P3056,Bioplastic,276,Medium,No,Land,0.193,Paper Wrap,0.28,80,40,Pharma & Health,95.4,86.0,0,78.12
P3057,Paper,1722,High,Yes,Air,1.55,Paper Wrap,0.12,95,40,Food & Beverage,63.06,94.0,1,74.17
P3058,Bioplastic,1182,Medium,Yes,Sea,0.827,Paper Wrap,0.12,80,40,Pharma & Health,80.29,94.0,1,75.59
P3059,Metal,188,Low,No,Air,0.338,Bio Bubble Wrap,1.17,5,70,Industrial,91.94,41.5,0,53.21
P3060,Paper,1657,Low,Yes,Land,1.491,Paper Wrap,0.19,95,40,Food & Beverage,64.47,90.5,1,73.72
P3061,Glass,488,Low,No,Air,0.732,Bio Bubble Wrap,0.56,15,70,Home & Decor,82.55,72.0,0,60.52
P3062,Ceramic,671,High,Yes,Air,0.805,Bio Bubble Wrap,0.92,20,70,Home & Decor,80.82,54.0,1,56.75
P3063,Ceramic,1265,High,Yes,Land,1.518,Bio Bubble Wrap,0.94,20,70,Home & Decor,63.82,53.0,1,51.4
P3064,Metal,844,Medium,Yes,Land,1.519,Cornstarch Wrap,1.18,5,55,Industrial,63.8,41.0,1,41.64
P3065,Paper,246,Low,No,Sea,0.221,Paper Wrap,0.18,95,40,Food & Beverage,94.73,91.0,0,82.92
P3066,Glass,1040,Medium,Yes,Sea,1.56,Bio Bubble Wrap,0.51,15,70,Home & Decor,62.82,74.5,1,55.22
P3067,Plastic,1787,Medium,Yes,Sea,3.753,Recycled Cardboard,0.78,10,65,Cosmetics,10.56,61.0,1,33.92
P3068,Glass,1827,Low,Yes,Land,2.74,Bio Bubble Wrap,0.68,15,70,Home & Decor,34.7,66.0,1,44.66
P3069,Metal,1211,Medium,Yes,Land,2.18,Paper Wrap,0.3,5,40,Industrial,48.05,85.0,1,44.92
P3070,Bioplastic,1715,Medium,Yes,Air,1.2,Paper Wrap,0.31,80,40,Pharma & Health,71.4,84.5,1,70.54
P3071,Metal,1889,Low,Yes,Land,3.4,Mushroom Foam,1.53,5,75,Industrial,18.97,23.5,1,27.82
P3072,Bioplastic,1961,Medium,Yes,Sea,1.373,Paper Wrap,0.19,80,40,Pharma & Health,67.28,90.5,1,70.81
P3073,Metal,407,Low,Yes,Air,0.733,Paper Wrap,0.18,5,40,Industrial,82.53,91.0,1,56.76
P3074,Glass,1879,Low,Yes,Land,2.818,Bio Bubble Wrap,0.92,15,70,Home & Decor,32.84,54.0,1,41.1
P3075,Glass,1522,Low,Yes,Air,2.283,Bio Bubble Wrap,1.11,15,70,Home & Decor,45.59,44.5,1,42.55
P3076,Paper,1521,High,Yes,Sea,1.369,Paper Wrap,0.38,95,40,Food & Beverage,67.37,81.0,1,72.21
P3077,Metal,1835,Low,Yes,Air,3.303,Paper Wrap,0.13,5,40,Industrial,21.28,93.5,1,39.01
P3078,Glass,669,High,Yes,Sea,1.004,Bio Bubble Wrap,0.61,15,70,Home & Decor,76.07,69.5,1,57.95
P3079,Ceramic,1103,Medium,Yes,Air,1.324,Bio Bubble Wrap,1.16,20,70,Home & Decor,68.45,42.0,1,50.04
P3080,Paper,1089,Medium,Yes,Land,0.98,Paper Wrap,0.32,95,40,Food & Beverage,76.64,84.0,1,75.74
P3081,Ceramic,941,Low,Yes,Land,1.129,Bio Bubble Wrap,1.12,20,70,Home & Decor,73.09,44.0,1,51.93
P3082,Bioplastic,1882,Low,Yes,Air,1.317,Paper Wrap,0.16,80,40,Pharma & Health,68.61,92.0,1,71.58
P3083,Bioplastic,1110,Medium,No,Air,0.777,Paper Wrap,0.28,80,40,Pharma & Health,81.48,86.0,0,73.94
P3084,Bioplastic,617,Low,Yes,Air,0.432,Paper Wrap,0.31,80,40,Pharma & Health,89.7,84.5,1,76.04
P3085,Glass,1344,Medium,Yes,Air,2.016,Bio Bubble Wrap,0.98,15,70,Home & Decor,51.95,51.0,1,46.08
P3086,Glass,113,Low,Yes,Air,0.17,Bio Bubble Wrap,0.79,15,70,Home & Decor,95.95,60.5,1,61.66
P3087,Glass,1554,Medium,Yes,Sea,2.331,Bio Bubble Wrap,0.51,15,70,Home & Decor,44.45,74.5,1,49.71
P3088,Paper,1677,High,Yes,Air,1.509,Paper Wrap,0.27,95,40,Food & Beverage,64.04,86.5,1,72.59
P3089,Glass,1493,Low,Yes,Air,2.24,Bio Bubble Wrap,0.68,15,70,Home & Decor,46.62,66.0,1,48.24
P3090,Bioplastic,1952,Medium,No,Sea,1.366,Paper Wrap,0.24,80,40,Pharma & Health,67.45,88.0,0,70.24
P3091,Glass,1203,Medium,Yes,Land,1.804,Bio Bubble Wrap,1.17,15,70,Home & Decor,57.01,41.5,1,45.23
P3092,Paper,1846,Low,Yes,Air,1.661,Paper Wrap,0.22,95,40,Food & Beverage,60.41,89.0,1,72.12
P3093,Paper,335,Medium,Yes,Land,0.301,Paper Wrap,0.35,95,40,Food & Beverage,92.83,82.5,1,80.22
P3094,Paper,1925,Medium,Yes,Sea,1.732,Paper Wrap,0.16,95,40,Food & Beverage,58.72,92.0,1,72.37
P3095,Paper,1417,Low,Yes,Sea,1.275,Paper Wrap,0.3,95,40,Food & Beverage,69.61,85.0,1,73.88
P3096,Ceramic,402,High,Yes,Air,0.482,Bio Bubble Wrap,1.18,20,70,Home & Decor,88.51,41.0,1,55.8
P3097,Glass,683,High,Yes,Air,1.024,Bio Bubble Wrap,0.57,15,70,Home & Decor,75.6,71.5,1,58.3
P3098,Plastic,1435,High,Yes,Sea,3.014,Recycled Cardboard,0.3,10,65,E-Commerce,28.17,85.0,1,45.2
P3099,Metal,1756,Medium,Yes,Air,3.161,Paper Wrap,0.23,5,40,Industrial,24.67,88.5,1,38.78
P3100,Ceramic,1159,Medium,No,Air,1.391,Bio Bubble Wrap,0.56,20,70,Home & Decor,66.85,72.0,0,57.05
P3101,Ceramic,1086,Medium,Yes,Air,1.303,Bio Bubble Wrap,1.02,20,70,Home & Decor,68.95,49.0,1,51.94
P3102,Glass,803,Low,Yes,Land,1.204,Bio Bubble Wrap,1.14,15,70,Home & Decor,71.31,43.0,1,49.89
P3103,Paper,1275,Low,Yes,Sea,1.147,Paper Wrap,0.23,95,40,Food & Beverage,72.66,88.5,1,75.67
P3104,Paper,1931,Medium,Yes,Air,1.738,Paper Wrap,0.18,95,40,Food & Beverage,58.58,91.0,1,72.07
P3105,Bioplastic,782,Medium,Yes,Sea,0.547,Paper Wrap,0.23,80,40,Pharma & Health,86.96,88.5,1,76.21
P3106,Ceramic,1944,High,No,Air,2.333,Bio Bubble Wrap,1.01,20,70,Home & Decor,44.4,49.5,0,44.7
P3107,Bioplastic,1755,Medium,Yes,Air,1.228,Paper Wrap,0.1,80,40,Pharma & Health,70.73,95.0,1,72.97
P3108,Plastic,1130,Medium,Yes,Air,2.373,Recycled Cardboard,0.59,10,65,Cosmetics,43.45,70.5,1,46.16
P3109,Ceramic,1547,High,Yes,Sea,1.856,Bio Bubble Wrap,0.93,20,70,Home & Decor,55.77,53.5,1,49.11
P3110,Ceramic,353,Medium,Yes,Air,0.424,Bio Bubble Wrap,0.95,20,70,Home & Decor,89.9,52.5,1,59.1
P3111,Bioplastic,514,High,No,Sea,0.36,Paper Wrap,0.17,80,40,Pharma & Health,91.42,91.5,0,78.3
P3112,Plastic,1838,Medium,Yes,Land,3.86,Recycled Cardboard,0.66,10,65,Cosmetics,8.01,67.0,1,34.65
P3113,Bioplastic,1352,Low,Yes,Air,0.946,Paper Wrap,0.13,80,40,Pharma & Health,77.45,93.5,1,74.61
P3114,Plastic,210,Medium,Yes,Land,0.441,Recycled Cardboard,0.4,10,65,Cosmetics,89.49,80.0,1,62.35
P3115,Paper,1366,Medium,Yes,Air,1.229,Paper Wrap,0.36,95,40,Food & Beverage,70.71,82.0,1,73.46
P3116,Plastic,1343,Medium,Yes,Air,2.82,Recycled Cardboard,0.67,10,65,Cosmetics,32.79,66.5,1,41.96
P3117,Plastic,1954,Low,Yes,Land,4.103,Recycled Cardboard,0.31,10,65,E-Commerce,2.22,84.5,1,37.29
P3118,Plastic,1862,Low,Yes,Air,3.91,Recycled Cardboard,0.42,10,65,E-Commerce,6.82,79.0,1,37.3
P3119,Bioplastic,883,High,Yes,Air,0.618,Paper Wrap,0.16,80,40,Pharma & Health,85.27,92.0,1,76.58
P3120,Ceramic,888,High,No,Land,1.066,Bio Bubble Wrap,0.69,20,70,Home & Decor,74.59,65.5,0,57.75
P3121,Plastic,1912,Medium,Yes,Land,4.015,Recycled Cardboard,0.42,10,65,Cosmetics,4.31,79.0,1,36.54
P3122,Paper,934,Low,No,Sea,0.841,Paper Wrap,0.12,95,40,Food & Beverage,79.96,94.0,0,79.24
P3123,Metal,1156,High,Yes,Land,2.081,Minimalist Pouch,0.38,5,50,Electronics,50.41,81.0,1,46.62
P3124,Paper,1755,Low,Yes,Air,1.579,Paper Wrap,0.32,95,40,Food & Beverage,62.37,84.0,1,71.46
P3125,Bioplastic,561,Low,Yes,Air,0.393,Paper Wrap,0.28,80,40,Pharma & Health,90.63,86.0,1,76.69
P3126,Metal,1506,Low,No,Air,2.711,Minimalist Pouch,0.47,5,50,Industrial,35.39,76.5,0,40.99
P3127,Paper,1134,Medium,Yes,Sea,1.021,Paper Wrap,0.12,95,40,Food & Beverage,75.67,94.0,1,77.95
P3128,Metal,1561,Medium,No,Sea,2.81,Bio Bubble Wrap,1.17,5,70,Industrial,33.03,41.5,0,35.53
P3129,Metal,1584,Low,No,Sea,2.851,Paper Wrap,0.35,5,40,Industrial,32.05,82.5,0,39.49
P3130,Paper,463,Medium,Yes,Air,0.417,Paper Wrap,0.34,95,40,Food & Beverage,90.06,83.0,1,79.52
P3131,Plastic,506,Medium,Yes,Sea,1.063,Recycled Cardboard,0.71,10,65,Cosmetics,74.67,64.5,1,54.03
P3132,Paper,814,Low,Yes,Land,0.733,Paper Wrap,0.38,95,40,Food & Beverage,82.53,81.0,1,76.76
P3133,Bioplastic,1281,Low,Yes,Air,0.897,Paper Wrap,0.26,80,40,Pharma & Health,78.62,87.0,1,73.34
P3134,Metal,970,High,No,Sea,1.746,Paper Wrap,0.16,5,40,Electronics,58.39,92.0,0,49.77
P3135,Glass,420,Low,No,Air,0.63,Bio Bubble Wrap,0.93,15,70,Home & Decor,84.99,53.5,0,56.62
P3136,Plastic,765,Low,Yes,Land,1.607,Recycled Cardboard,0.67,10,65,E-Commerce,61.7,66.5,1,50.64
P3137,Bioplastic,1078,High,Yes,Land,0.755,Paper Wrap,0.32,80,40,Pharma & Health,82.01,84.0,1,73.6
P3138,Bioplastic,515,Medium,Yes,Air,0.36,Paper Wrap,0.26,80,40,Pharma & Health,91.42,87.0,1,77.18
P3139,Glass,253,High,Yes,Sea,0.38,Bio Bubble Wrap,0.55,15,70,Home & Decor,90.94,72.5,1,63.16
P3140,Bioplastic,639,Medium,Yes,Land,0.447,Paper Wrap,0.21,80,40,Pharma & Health,89.35,89.5,1,77.18
P3141,Bioplastic,1409,Medium,Yes,Land,0.986,Paper Wrap,0.38,80,40,Pharma & Health,76.5,81.0,1,71.2
P3142,Paper,546,Low,Yes,Sea,0.491,Paper Wrap,0.28,95,40,Food & Beverage,88.3,86.0,1,79.74
P3143,Plastic,801,Medium,Yes,Land,1.682,Recycled Cardboard,0.57,10,65,Cosmetics,59.91,71.5,1,51.35
P3144,Metal,951,Low,No,Land,1.712,Recycled Cardboard,0.43,5,65,Industrial,59.2,78.5,0,51.64
P3145,Ceramic,934,High,Yes,Land,1.121,Bio Bubble Wrap,0.76,20,70,Home & Decor,73.28,62.0,1,56.48
P3146,Bioplastic,171,Low,No,Sea,0.12,Paper Wrap,0.37,80,40,Pharma & Health,97.14,81.5,0,77.52
P3147,Plastic,830,Medium,No,Sea,1.743,Recycled Cardboard,0.63,10,65,Cosmetics,58.46,68.5,0,50.16
P3148,Glass,1195,Low,No,Air,1.792,Bio Bubble Wrap,1.05,15,70,Home & Decor,57.29,47.5,0,46.81
P3149,Paper,1277,Low,No,Land,1.149,Paper Wrap,0.24,95,40,Food & Beverage,72.62,88.0,0,75.54
P3150,Paper,1940,High,No,Land,1.746,Paper Wrap,0.29,95,40,Food & Beverage,58.39,85.5,0,70.64
P3151,Metal,1998,Low,Yes,Air,3.596,Minimalist Pouch,0.3,5,50,Industrial,14.3,85.0,1,36.79
P3152,Ceramic,1126,Medium,Yes,Air,1.351,Bio Bubble Wrap,0.99,20,70,Home & Decor,67.8,50.5,1,51.96
P3153,Glass,446,High,Yes,Land,0.669,Bio Bubble Wrap,0.8,15,70,Home & Decor,84.06,60.0,1,57.97
P3154,Glass,1713,Low,Yes,Sea,2.57,Bio Bubble Wrap,0.81,15,70,Home & Decor,38.75,59.5,1,44.25
P3155,Plastic,1911,Low,No,Air,4.013,Recycled Cardboard,0.62,10,65,E-Commerce,4.36,69.0,0,34.06
P3156,Metal,1609,Low,Yes,Air,2.896,Minimalist Pouch,0.57,5,50,Industrial,30.98,71.5,1,38.42
P3157,Paper,414,Low,Yes,Sea,0.373,Paper Wrap,0.12,95,40,Food & Beverage,91.11,94.0,1,82.58
P3158,Metal,550,Medium,Yes,Land,0.99,Paper Wrap,0.35,5,40,Industrial,76.41,82.5,1,52.8
P3159,Bioplastic,1801,Low,Yes,Air,1.261,Paper Wrap,0.19,80,40,Pharma & Health,69.95,90.5,1,71.61
P3160,Bioplastic,1976,Low,Yes,Land,1.383,Paper Wrap,0.23,80,40,Pharma & Health,67.04,88.5,1,70.24
P3161,Glass,218,Low,Yes,Sea,0.327,Bio Bubble Wrap,0.52,15,70,Home & Decor,92.21,74.0,1,63.91
P3162,Metal,372,Medium,Yes,Land,0.67,Cornstarch Wrap,0.87,5,55,Industrial,84.03,56.5,1,51.58
P3163,Plastic,886,Medium,Yes,Land,1.861,Recycled Cardboard,0.55,10,65,Cosmetics,55.65,72.5,1,50.32
P3164,Bioplastic,193,Low,Yes,Land,0.135,Paper Wrap,0.12,80,40,Pharma & Health,96.78,94.0,1,80.53
P3165,Plastic,154,Medium,Yes,Land,0.323,Recycled Cardboard,0.55,10,65,Cosmetics,92.3,72.5,1,61.32
P3166,Bioplastic,1219,High,Yes,Air,0.853,Paper Wrap,0.38,80,40,Pharma & Health,79.67,81.0,1,72.15
P3167,Glass,551,High,Yes,Sea,0.827,Bio Bubble Wrap,0.57,15,70,Home & Decor,80.29,71.5,1,59.71
P3168,Plastic,1327,Low,Yes,Air,2.787,Recycled Cardboard,0.68,10,65,E-Commerce,33.58,66.0,1,42.07
P3169,Plastic,384,Medium,Yes,Air,0.806,Recycled Cardboard,0.5,10,65,Cosmetics,80.79,75.0,1,58.49
P3170,Paper,365,Medium,Yes,Air,0.329,Paper Wrap,0.3,95,40,Food & Beverage,92.16,85.0,1,80.65
P3171,Plastic,1817,High,Yes,Land,3.816,Recycled Cardboard,0.43,10,65,E-Commerce,9.06,78.5,1,37.84
P3172,Glass,1822,Medium,Yes,Air,2.733,Bio Bubble Wrap,0.61,15,70,Home & Decor,34.87,69.5,1,45.59
